Resume,Rank,Recommended Job,Match Count,Match Percentage,Matched Skills,Missing Skills
candidate_0271.pdf,4,ML Engineer,2,33.33,"Python, Git","Machine Learning, TensorFlow, PyTorch, Docker"
candidate_0271.pdf,5,Data Engineer,2,33.33,"Python, Spark","SQL, Hadoop, ETL, Airflow"
candidate_0272.pdf,1,Analytics Engineer,2,50.0,"SQL, Python","Data Warehousing, ETL"
candidate_0272.pdf,2,API Developer,2,50.0,"Python, SQL","FastAPI, REST API"
candidate_0272.pdf,3,Product Analyst,2,40.0,"SQL, Python","Product Analytics, Statistics, A/B Testing"
candidate_0272.pdf,4,Backend Developer,2,40.0,"Python, SQL","Django, FastAPI, REST API"
candidate_0272.pdf,5,Frontend Developer,2,40.0,"CSS, JavaScript","HTML, React, Git"
candidate_0273.pdf,1,Data Engineer,2,33.33,"SQL, Hadoop","Python, Spark, ETL, Airflow"
candidate_0273.pdf,2,Database Engineer,1,33.33,SQL,"PostgreSQL, Data Warehousing"
candidate_0273.pdf,3,Technical Product Manager,1,33.33,SQL,"Product Analytics, Leadership"
candidate_0273.pdf,4,QA Engineer,1,33.33,SQL,"Testing, Problem Solving"
candidate_0273.pdf,5,BI Developer,1,33.33,SQL,"Power BI, Data Visualization"
candidate_0274.pdf,1,ML Engineer,4,66.67,"Python, Machine Learning, Docker, Git","TensorFlow, PyTorch"
candidate_0274.pdf,2,Site Reliability Engineer,2,50.0,"Linux, Docker","Kubernetes, Cloud Computing"
candidate_0274.pdf,3,Platform Engineer,2,50.0,"Docker, Linux","Kubernetes, CI/CD"
candidate_0274.pdf,4,Senior Data Scientist,2,40.0,"Python, Machine Learning","Deep Learning, Statistics, MLOps"
candidate_0274.pdf,5,Frontend Developer,2,40.0,"CSS, Git","HTML, JavaScript, React"
candidate_0275.pdf,1,Site Reliability Engineer,2,50.0,"Linux, Docker","Kubernetes, Cloud Computing"
candidate_0275.pdf,2,Platform Engineer,2,50.0,"Docker, Linux","Kubernetes, CI/CD"
candidate_0275.pdf,3,Cloud Engineer,2,40.0,"Linux, Docker","AWS, Azure, GCP"
candidate_0275.pdf,4,DevOps Engineer,2,40.0,"Docker, Linux","Kubernetes, CI/CD, Jenkins"
candidate_0275.pdf,5,Cybersecurity Analyst,1,33.33,Linux,"Cybersecurity, Network Security"
candidate_0276.pdf,1,Data Analyst,3,42.86,"Python, Excel, Pandas","SQL, Power BI, Tableau, Statistics"
candidate_0276.pdf,2,Frontend Developer,2,40.0,"HTML, JavaScript","CSS, React, Git"
candidate_0276.pdf,3,Data Scientist,2,33.33,"Python, Pandas","NumPy, Machine Learning, Statistics, Scikit-Learn"
candidate_0276.pdf,4,Data Engineer,2,33.33,"Python, Spark","SQL, Hadoop, ETL, Airflow"
candidate_0276.pdf,5,Full Stack Developer,2,33.33,"HTML, JavaScript","CSS, React, Node.js, MongoDB"
candidate_0277.pdf,1,Data Analyst,3,42.86,"Excel, Tableau, Pandas","Python, SQL, Power BI, Statistics"
candidate_0277.pdf,2,Business Analyst,2,40.0,"Excel, Tableau","SQL, Power BI, Business Analytics"
candidate_0277.pdf,3,Data Scientist,2,33.33,"Pandas, NumPy","Python, Machine Learning, Statistics, Scikit-Learn"
candidate_0277.pdf,4,Site Reliability Engineer,1,25.0,Docker,"Linux, Kubernetes, Cloud Computing"
candidate_0277.pdf,5,Platform Engineer,1,25.0,Docker,"Kubernetes, Linux, CI/CD"
candidate_0278.pdf,1,Business Analyst,2,40.0,"SQL, Tableau","Excel, Power BI, Business Analytics"
candidate_0278.pdf,2,Frontend Developer,2,40.0,"HTML, Git","CSS, JavaScript, React"
candidate_0278.pdf,3,Senior Data Analyst,2,33.33,"SQL, Tableau","Python, Power BI, Statistics, Business Analytics"
candidate_0278.pdf,4,Data Engineer,2,33.33,"SQL, Spark","Python, Hadoop, ETL, Airflow"
candidate_0278.pdf,5,iOS Developer,1,33.33,Git,"Swift, API Development"
candidate_0279.pdf,1,Data Scientist,2,33.33,"Pandas, Machine Learning","Python, NumPy, Statistics, Scikit-Learn"
candidate_0279.pdf,2,Mobile App Developer,1,33.33,Java,"Android, API Development"
candidate_0279.pdf,3,Android Developer,1,33.33,Java,"Android, REST API"
candidate_0279.pdf,4,BI Developer,1,33.33,Power BI,"SQL, Data Visualization"
candidate_0279.pdf,5,Data Analyst,2,28.57,"Power BI, Pandas","Python, SQL, Excel, Tableau, Statistics"
candidate_0280.pdf,1,BI Developer,2,66.67,"Power BI, SQL",Data Visualization
candidate_0280.pdf,2,Business Analyst,3,60.0,"SQL, Power BI, Tableau","Excel, Business Analytics"
candidate_0280.pdf,3,Senior Data Analyst,3,50.0,"SQL, Power BI, Tableau","Python, Statistics, Business Analytics"
candidate_0280.pdf,4,Data Analyst,3,42.86,"SQL, Power BI, Tableau","Python, Excel, Pandas, Statistics"
candidate_0280.pdf,5,Data Engineer,2,33.33,"SQL, Hadoop","Python, Spark, ETL, Airflow"
candidate_0281.pdf,1,BI Developer,2,66.67,"Power BI, SQL",Data Visualization
candidate_0281.pdf,2,Senior Data Analyst,3,50.0,"Python, SQL, Power BI","Tableau, Statistics, Business Analytics"
candidate_0281.pdf,3,Analytics Engineer,2,50.0,"SQL, Python","Data Warehousing, ETL"
candidate_0281.pdf,4,API Developer,2,50.0,"Python, SQL","FastAPI, REST API"
candidate_0281.pdf,5,Data Analyst,3,42.86,"Python, SQL, Power BI","Excel, Tableau, Pandas, Statistics"
candidate_0282.pdf,1,Data Engineer,2,33.33,"Python, Hadoop","SQL, Spark, ETL, Airflow"
candidate_0282.pdf,2,Automation Test Engineer,1,33.33,Python,"Selenium, Automation Testing"
candidate_0282.pdf,3,Software Engineer,2,28.57,"Python, OOP","Java, C++, DSA, Git, System Design"
candidate_0282.pdf,4,Deep Learning Engineer,1,25.0,Python,"Deep Learning, TensorFlow, PyTorch"
candidate_0282.pdf,5,Computer Vision Engineer,1,25.0,Python,"OpenCV, Deep Learning, Computer Vision"
candidate_0283.pdf,1,BI Developer,2,66.67,"Power BI, SQL",Data Visualization
candidate_0283.pdf,2,Business Analyst,2,40.0,"SQL, Power BI","Excel, Tableau, Business Analytics"
candidate_0283.pdf,3,Frontend Developer,2,40.0,"HTML, CSS","JavaScript, React, Git"
candidate_0283.pdf,4,Senior Data Analyst,2,33.33,"SQL, Power BI","Python, Tableau, Statistics, Business Analytics"
candidate_0283.pdf,5,Full Stack Developer,2,33.33,"HTML, CSS","JavaScript, React, Node.js, MongoDB"
candidate_0284.pdf,1,Cloud Engineer,2,40.0,"AWS, Linux","Azure, GCP, Docker"
candidate_0284.pdf,2,Cybersecurity Analyst,1,33.33,Linux,"Cybersecurity, Network Security"
candidate_0284.pdf,3,SOC Analyst,1,33.33,Linux,"Cybersecurity, Network Security"
candidate_0284.pdf,4,Ethical Hacker,1,33.33,Linux,"Penetration Testing, Cybersecurity"
candidate_0284.pdf,5,Database Engineer,1,33.33,SQL,"PostgreSQL, Data Warehousing"
candidate_0285.pdf,1,Frontend Developer,2,40.0,"HTML, JavaScript","CSS, React, Git"
candidate_0285.pdf,2,Full Stack Developer,2,33.33,"HTML, JavaScript","CSS, React, Node.js, MongoDB"
candidate_0285.pdf,3,Mobile App Developer,1,33.33,Java,"Android, API Development"
candidate_0285.pdf,4,Android Developer,1,33.33,Java,"Android, REST API"
candidate_0285.pdf,5,Database Engineer,1,33.33,SQL,"PostgreSQL, Data Warehousing"
candidate_0286.pdf,1,Senior Data Analyst,4,66.67,"Python, SQL, Power BI, Tableau","Statistics, Business Analytics"
candidate_0286.pdf,2,BI Developer,2,66.67,"Power BI, SQL",Data Visualization
candidate_0286.pdf,3,Business Analyst,3,60.0,"SQL, Power BI, Tableau","Excel, Business Analytics"
candidate_0286.pdf,4,Data Analyst,4,57.14,"Python, SQL, Power BI, Tableau","Excel, Pandas, Statistics"
candidate_0286.pdf,5,Analytics Engineer,2,50.0,"SQL, Python","Data Warehousing, ETL"
candidate_0287.pdf,1,Data Scientist,3,50.0,"Python, Pandas, NumPy","Machine Learning, Statistics, Scikit-Learn"
candidate_0287.pdf,2,Data Engineer,3,50.0,"Python, Spark, Hadoop","SQL, ETL, Airflow"
candidate_0287.pdf,3,Big Data Engineer,2,40.0,"Spark, Hadoop","Kafka, Scala, Big Data"
candidate_0287.pdf,4,Automation Test Engineer,1,33.33,Python,"Selenium, Automation Testing"
candidate_0287.pdf,5,Data Analyst,2,28.57,"Python, Pandas","SQL, Excel, Power BI, Tableau, Statistics"
candidate_0288.pdf,1,Frontend Developer,3,60.0,"CSS, JavaScript, Git","HTML, React"
candidate_0288.pdf,2,Software Engineer,4,57.14,"Python, Java, C++, Git","OOP, DSA, System Design"
candidate_0288.pdf,3,ML Engineer,3,50.0,"Python, Machine Learning, Git","TensorFlow, PyTorch, Docker"
candidate_0288.pdf,4,Senior Data Scientist,2,40.0,"Python, Machine Learning","Deep Learning, Statistics, MLOps"
candidate_0288.pdf,5,Data Scientist,2,33.33,"Python, Machine Learning","Pandas, NumPy, Statistics, Scikit-Learn"
candidate_0289.pdf,1,Software Engineer,4,57.14,"Java, C++, OOP, Git","Python, DSA, System Design"
candidate_0289.pdf,2,Cloud Engineer,2,40.0,"AWS, Linux","Azure, GCP, Docker"
candidate_0289.pdf,3,Mobile App Developer,1,33.33,Java,"Android, API Development"
candidate_0289.pdf,4,Android Developer,1,33.33,Java,"Android, REST API"
candidate_0289.pdf,5,iOS Developer,1,33.33,Git,"Swift, API Development"
candidate_0290.pdf,1,Business Analyst,2,40.0,"SQL, Tableau","Excel, Power BI, Business Analytics"
candidate_0290.pdf,2,Senior Data Analyst,2,33.33,"SQL, Tableau","Python, Power BI, Statistics, Business Analytics"
candidate_0290.pdf,3,Mobile App Developer,1,33.33,Java,"Android, API Development"
candidate_0290.pdf,4,Android Developer,1,33.33,Java,"Android, REST API"
candidate_0290.pdf,5,Database Engineer,1,33.33,SQL,"PostgreSQL, Data Warehousing"
candidate_0291.pdf,1,Cloud Engineer,2,40.0,"AWS, Linux","Azure, GCP, Docker"
candidate_0291.pdf,2,Data Scientist,2,33.33,"NumPy, Machine Learning","Python, Pandas, Statistics, Scikit-Learn"
candidate_0291.pdf,3,Mobile App Developer,1,33.33,Java,"Android, API Development"
candidate_0291.pdf,4,Android Developer,1,33.33,Java,"Android, REST API"
candidate_0291.pdf,5,Cybersecurity Analyst,1,33.33,Linux,"Cybersecurity, Network Security"
candidate_0292.pdf,1,ML Engineer,3,50.0,"Python, Docker, Git","Machine Learning, TensorFlow, PyTorch"
candidate_0292.pdf,2,Analytics Engineer,2,50.0,"SQL, Python","Data Warehousing, ETL"
candidate_0292.pdf,3,API Developer,2,50.0,"Python, SQL","FastAPI, REST API"
candidate_0292.pdf,4,Site Reliability Engineer,2,50.0,"Linux, Docker","Kubernetes, Cloud Computing"
candidate_0292.pdf,5,Platform Engineer,2,50.0,"Docker, Linux","Kubernetes, CI/CD"
candidate_0293.pdf,1,BI Developer,2,66.67,"Power BI, SQL",Data Visualization
candidate_0293.pdf,2,Business Analyst,3,60.0,"Excel, SQL, Power BI","Tableau, Business Analytics"
candidate_0293.pdf,3,Financial Analyst,2,50.0,"Excel, SQL","Financial Analysis, Statistics"
candidate_0293.pdf,4,Data Analyst,3,42.86,"SQL, Excel, Power BI","Python, Tableau, Pandas, Statistics"
candidate_0293.pdf,5,Senior Data Analyst,2,33.33,"SQL, Power BI","Python, Tableau, Statistics, Business Analytics"
candidate_0294.pdf,1,Big Data Engineer,2,40.0,"Spark, Hadoop","Kafka, Scala, Big Data"
candidate_0294.pdf,2,Data Engineer,2,33.33,"Spark, Hadoop","Python, SQL, ETL, Airflow"
candidate_0294.pdf,3,iOS Developer,1,33.33,Git,"Swift, API Development"
candidate_0294.pdf,4,Software Engineer,2,28.57,"OOP, Git","Python, Java, C++, DSA, System Design"
candidate_0294.pdf,5,Frontend Developer,1,20.0,Git,"HTML, CSS, JavaScript, React"
candidate_0295.pdf,1,Data Engineer,2,33.33,"Python, Hadoop","SQL, Spark, ETL, Airflow"
candidate_0295.pdf,2,Automation Test Engineer,1,33.33,Python,"Selenium, Automation Testing"
candidate_0295.pdf,3,Software Engineer,2,28.57,"Python, OOP","Java, C++, DSA, Git, System Design"
candidate_0295.pdf,4,Deep Learning Engineer,1,25.0,Python,"Deep Learning, TensorFlow, PyTorch"
candidate_0295.pdf,5,Computer Vision Engineer,1,25.0,Python,"OpenCV, Deep Learning, Computer Vision"
candidate_0296.pdf,1,BI Developer,2,66.67,"Power BI, SQL",Data Visualization
candidate_0296.pdf,2,Senior Data Analyst,3,50.0,"Python, SQL, Power BI","Tableau, Statistics, Business Analytics"
candidate_0296.pdf,3,Analytics Engineer,2,50.0,"SQL, Python","Data Warehousing, ETL"
candidate_0296.pdf,4,API Developer,2,50.0,"Python, SQL","FastAPI, REST API"
candidate_0296.pdf,5,Data Analyst,3,42.86,"Python, SQL, Power BI","Excel, Tableau, Pandas, Statistics"
candidate_0297.pdf,1,Frontend Developer,3,60.0,"HTML, CSS, Git","JavaScript, React"
candidate_0297.pdf,2,Full Stack Developer,2,33.33,"HTML, CSS","JavaScript, React, Node.js, MongoDB"
candidate_0297.pdf,3,iOS Developer,1,33.33,Git,"Swift, API Development"
candidate_0297.pdf,4,Big Data Engineer,1,20.0,Spark,"Hadoop, Kafka, Scala, Big Data"
candidate_0297.pdf,5,Cloud Engineer,1,20.0,AWS,"Azure, GCP, Linux, Docker"
candidate_0298.pdf,1,Data Analyst,4,57.14,"Python, SQL, Excel, Pandas","Power BI, Tableau, Statistics"
candidate_0298.pdf,2,Analytics Engineer,2,50.0,"SQL, Python","Data Warehousing, ETL"
candidate_0298.pdf,3,API Developer,2,50.0,"Python, SQL","FastAPI, REST API"
candidate_0298.pdf,4,Financial Analyst,2,50.0,"Excel, SQL","Financial Analysis, Statistics"
candidate_0298.pdf,5,Business Analyst,2,40.0,"Excel, SQL","Power BI, Tableau, Business Analytics"
candidate_0299.pdf,1,Business Analyst,3,60.0,"Excel, SQL, Tableau","Power BI, Business Analytics"
candidate_0299.pdf,2,Data Analyst,4,57.14,"Python, SQL, Excel, Tableau","Power BI, Pandas, Statistics"
candidate_0299.pdf,3,Senior Data Analyst,3,50.0,"Python, SQL, Tableau","Power BI, Statistics, Business Analytics"
candidate_0299.pdf,4,Analytics Engineer,2,50.0,"SQL, Python","Data Warehousing, ETL"
candidate_0299.pdf,5,API Developer,2,50.0,"Python, SQL","FastAPI, REST API"
candidate_0300.pdf,1,Data Scientist,2,33.33,"Python, Pandas","NumPy, Machine Learning, Statistics, Scikit-Learn"
candidate_0300.pdf,2,Mobile App Developer,1,33.33,Java,"Android, API Development"
candidate_0300.pdf,3,Android Developer,1,33.33,Java,"Android, REST API"
candidate_0300.pdf,4,Automation Test Engineer,1,33.33,Python,"Selenium, Automation Testing"
candidate_0300.pdf,5,Data Analyst,2,28.57,"Python, Pandas","SQL, Excel, Power BI, Tableau, Statistics"
candidate_0301.pdf,1,Frontend Developer,3,60.0,"CSS, JavaScript, Git","HTML, React"
candidate_0301.pdf,2,ML Engineer,3,50.0,"Python, Machine Learning, Git","TensorFlow, PyTorch, Docker"
candidate_0301.pdf,3,Software Engineer,3,42.86,"Python, Java, Git","C++, OOP, DSA, System Design"
candidate_0301.pdf,4,Senior Data Scientist,2,40.0,"Python, Machine Learning","Deep Learning, Statistics, MLOps"
candidate_0301.pdf,5,Senior Data Analyst,2,33.33,"Python, Tableau","SQL, Power BI, Statistics, Business Analytics"
candidate_0302.pdf,1,Frontend Developer,2,40.0,"CSS, JavaScript","HTML, React, Git"
candidate_0302.pdf,2,Full Stack Developer,2,33.33,"CSS, JavaScript","HTML, React, Node.js, MongoDB"
candidate_0302.pdf,3,Mobile App Developer,1,33.33,Java,"Android, API Development"
candidate_0302.pdf,4,Android Developer,1,33.33,Java,"Android, REST API"
candidate_0302.pdf,5,Cybersecurity Analyst,1,33.33,Linux,"Cybersecurity, Network Security"
candidate_0303.pdf,1,Software Engineer,3,42.86,"Python, Java, C++","OOP, DSA, Git, System Design"
candidate_0303.pdf,2,Senior Data Scientist,2,40.0,"Python, Machine Learning","Deep Learning, Statistics, MLOps"
candidate_0303.pdf,3,Data Scientist,2,33.33,"Python, Machine Learning","Pandas, NumPy, Statistics, Scikit-Learn"
candidate_0303.pdf,4,ML Engineer,2,33.33,"Python, Machine Learning","TensorFlow, PyTorch, Docker, Git"
candidate_0303.pdf,5,Data Engineer,2,33.33,"Python, Spark","SQL, Hadoop, ETL, Airflow"
candidate_0304.pdf,1,Data Analyst,5,71.43,"Python, SQL, Excel, Tableau, Pandas","Power BI, Statistics"
candidate_0304.pdf,2,Business Analyst,3,60.0,"Excel, SQL, Tableau","Power BI, Business Analytics"
candidate_0304.pdf,3,Senior Data Analyst,3,50.0,"Python, SQL, Tableau","Power BI, Statistics, Business Analytics"
candidate_0304.pdf,4,Data Scientist,3,50.0,"Python, Pandas, NumPy","Machine Learning, Statistics, Scikit-Learn"
candidate_0304.pdf,5,Data Engineer,3,50.0,"Python, SQL, Hadoop","Spark, ETL, Airflow"
candidate_0305.pdf,1,Business Analyst,2,40.0,"Power BI, Tableau","Excel, SQL, Business Analytics"
candidate_0305.pdf,2,Senior Data Analyst,2,33.33,"Power BI, Tableau","Python, SQL, Statistics, Business Analytics"
candidate_0305.pdf,3,iOS Developer,1,33.33,Git,"Swift, API Development"
candidate_0305.pdf,4,BI Developer,1,33.33,Power BI,"SQL, Data Visualization"
candidate_0305.pdf,5,Data Analyst,2,28.57,"Power BI, Tableau","Python, SQL, Excel, Pandas, Statistics"
candidate_0306.pdf,1,Business Analyst,2,40.0,"SQL, Tableau","Excel, Power BI, Business Analytics"
candidate_0306.pdf,2,Cloud Engineer,2,40.0,"AWS, Docker","Azure, GCP, Linux"
candidate_0306.pdf,3,Senior Data Analyst,2,33.33,"SQL, Tableau","Python, Power BI, Statistics, Business Analytics"
candidate_0306.pdf,4,Mobile App Developer,1,33.33,Java,"Android, API Development"
candidate_0306.pdf,5,Android Developer,1,33.33,Java,"Android, REST API"
candidate_0307.pdf,1,Senior Data Analyst,3,50.0,"Python, SQL, Tableau","Power BI, Statistics, Business Analytics"
candidate_0307.pdf,2,Analytics Engineer,2,50.0,"SQL, Python","Data Warehousing, ETL"
candidate_0307.pdf,3,API Developer,2,50.0,"Python, SQL","FastAPI, REST API"
candidate_0307.pdf,4,Data Analyst,3,42.86,"Python, SQL, Tableau","Excel, Power BI, Pandas, Statistics"
candidate_0307.pdf,5,Business Analyst,2,40.0,"SQL, Tableau","Excel, Power BI, Business Analytics"
candidate_0308.pdf,1,Frontend Developer,2,40.0,"HTML, CSS","JavaScript, React, Git"
candidate_0308.pdf,2,Full Stack Developer,2,33.33,"HTML, CSS","JavaScript, React, Node.js, MongoDB"
candidate_0308.pdf,3,Database Engineer,1,33.33,SQL,"PostgreSQL, Data Warehousing"
candidate_0308.pdf,4,Technical Product Manager,1,33.33,SQL,"Product Analytics, Leadership"
candidate_0308.pdf,5,QA Engineer,1,33.33,SQL,"Testing, Problem Solving"
candidate_0309.pdf,1,Mobile App Developer,1,33.33,Java,"Android, API Development"
candidate_0309.pdf,2,Android Developer,1,33.33,Java,"Android, REST API"
candidate_0309.pdf,3,Cybersecurity Analyst,1,33.33,Linux,"Cybersecurity, Network Security"
candidate_0309.pdf,4,SOC Analyst,1,33.33,Linux,"Cybersecurity, Network Security"
candidate_0309.pdf,5,Ethical Hacker,1,33.33,Linux,"Penetration Testing, Cybersecurity"
candidate_0310.pdf,1,Data Engineer,2,33.33,"SQL, Hadoop","Python, Spark, ETL, Airflow"
candidate_0310.pdf,2,Database Engineer,1,33.33,SQL,"PostgreSQL, Data Warehousing"
candidate_0310.pdf,3,Technical Product Manager,1,33.33,SQL,"Product Analytics, Leadership"
candidate_0310.pdf,4,QA Engineer,1,33.33,SQL,"Testing, Problem Solving"
candidate_0310.pdf,5,BI Developer,1,33.33,SQL,"Power BI, Data Visualization"
candidate_0311.pdf,1,Big Data Engineer,2,40.0,"Spark, Hadoop","Kafka, Scala, Big Data"
candidate_0311.pdf,2,Cloud Engineer,2,40.0,"AWS, Linux","Azure, GCP, Docker"
candidate_0311.pdf,3,Data Engineer,2,33.33,"Spark, Hadoop","Python, SQL, ETL, Airflow"
candidate_0311.pdf,4,Cybersecurity Analyst,1,33.33,Linux,"Cybersecurity, Network Security"
candidate_0311.pdf,5,SOC Analyst,1,33.33,Linux,"Cybersecurity, Network Security"
candidate_0312.pdf,1,Business Analyst,2,40.0,"Power BI, Tableau","Excel, SQL, Business Analytics"
candidate_0312.pdf,2,Frontend Developer,2,40.0,"CSS, Git","HTML, JavaScript, React"
candidate_0312.pdf,3,Senior Data Analyst,2,33.33,"Power BI, Tableau","Python, SQL, Statistics, Business Analytics"
candidate_0312.pdf,4,ML Engineer,2,33.33,"Machine Learning, Git","Python, TensorFlow, PyTorch, Docker"
candidate_0312.pdf,5,iOS Developer,1,33.33,Git,"Swift, API Development"
candidate_0313.pdf,1,Frontend Developer,2,40.0,"HTML, JavaScript","CSS, React, Git"
candidate_0313.pdf,2,Full Stack Developer,2,33.33,"HTML, JavaScript","CSS, React, Node.js, MongoDB"
candidate_0313.pdf,3,Mobile App Developer,1,33.33,Java,"Android, API Development"
candidate_0313.pdf,4,Android Developer,1,33.33,Java,"Android, REST API"
candidate_0313.pdf,5,BI Developer,1,33.33,Power BI,"SQL, Data Visualization"
candidate_0314.pdf,1,Database Engineer,1,33.33,SQL,"PostgreSQL, Data Warehousing"
candidate_0314.pdf,2,Technical Product Manager,1,33.33,SQL,"Product Analytics, Leadership"
candidate_0314.pdf,3,QA Engineer,1,33.33,SQL,"Testing, Problem Solving"
candidate_0314.pdf,4,BI Developer,1,33.33,SQL,"Power BI, Data Visualization"
candidate_0314.pdf,5,Data Analyst,2,28.57,"SQL, Pandas","Python, Excel, Power BI, Tableau, Statistics"
candidate_0315.pdf,1,Senior Data Analyst,3,50.0,"Python, SQL, Tableau","Power BI, Statistics, Business Analytics"
candidate_0315.pdf,2,Data Engineer,3,50.0,"Python, SQL, Spark","Hadoop, ETL, Airflow"
candidate_0315.pdf,3,Analytics Engineer,2,50.0,"SQL, Python","Data Warehousing, ETL"
candidate_0315.pdf,4,API Developer,2,50.0,"Python, SQL","FastAPI, REST API"
candidate_0315.pdf,5,Data Analyst,3,42.86,"Python, SQL, Tableau","Excel, Power BI, Pandas, Statistics"
candidate_0316.pdf,1,Frontend Developer,2,40.0,"HTML, JavaScript","CSS, React, Git"
candidate_0316.pdf,2,Full Stack Developer,2,33.33,"HTML, JavaScript","CSS, React, Node.js, MongoDB"
candidate_0316.pdf,3,Mobile App Developer,1,33.33,Java,"Android, API Development"
candidate_0316.pdf,4,Android Developer,1,33.33,Java,"Android, REST API"
candidate_0316.pdf,5,BI Developer,1,33.33,Power BI,"SQL, Data Visualization"
candidate_0317.pdf,1,BI Developer,2,66.67,"Power BI, SQL",Data Visualization
candidate_0317.pdf,2,Senior Data Analyst,3,50.0,"Python, SQL, Power BI","Tableau, Statistics, Business Analytics"
candidate_0317.pdf,3,ML Engineer,3,50.0,"Python, Machine Learning, Docker","TensorFlow, PyTorch, Git"
candidate_0317.pdf,4,Analytics Engineer,2,50.0,"SQL, Python","Data Warehousing, ETL"
candidate_0317.pdf,5,API Developer,2,50.0,"Python, SQL","FastAPI, REST API"
candidate_0318.pdf,1,Data Scientist,2,33.33,"Pandas, Machine Learning","Python, NumPy, Statistics, Scikit-Learn"
candidate_0318.pdf,2,Data Analyst,2,28.57,"Excel, Pandas","Python, SQL, Power BI, Tableau, Statistics"
candidate_0318.pdf,3,Financial Analyst,1,25.0,Excel,"SQL, Financial Analysis, Statistics"
candidate_0318.pdf,4,Business Analyst,1,20.0,Excel,"SQL, Power BI, Tableau, Business Analytics"
candidate_0318.pdf,5,Senior Data Scientist,1,20.0,Machine Learning,"Python, Deep Learning, Statistics, MLOps"
candidate_0319.pdf,1,Mobile App Developer,1,33.33,Java,"Android, API Development"
candidate_0319.pdf,2,Android Developer,1,33.33,Java,"Android, REST API"
candidate_0319.pdf,3,SDET,1,25.0,Java,"Automation Testing, Selenium, Testing"
candidate_0319.pdf,4,Frontend Developer,1,20.0,CSS,"HTML, JavaScript, React, Git"
candidate_0319.pdf,5,Data Scientist,1,16.67,NumPy,"Python, Pandas, Machine Learning, Statistics, Scikit-Learn"
candidate_0320.pdf,1,Mobile App Developer,1,33.33,Java,"Android, API Development"
candidate_0320.pdf,2,Android Developer,1,33.33,Java,"Android, REST API"
candidate_0320.pdf,3,Cybersecurity Analyst,1,33.33,Linux,"Cybersecurity, Network Security"
candidate_0320.pdf,4,SOC Analyst,1,33.33,Linux,"Cybersecurity, Network Security"
candidate_0320.pdf,5,Ethical Hacker,1,33.33,Linux,"Penetration Testing, Cybersecurity"
candidate_0321.pdf,1,ML Engineer,3,50.0,"Python, Machine Learning, Docker","TensorFlow, PyTorch, Git"
candidate_0321.pdf,2,Senior Data Scientist,2,40.0,"Python, Machine Learning","Deep Learning, Statistics, MLOps"
candidate_0321.pdf,3,Cloud Engineer,2,40.0,"AWS, Docker","Azure, GCP, Linux"
candidate_0321.pdf,4,MLOps Engineer,2,40.0,"Python, Docker","Kubernetes, MLOps, CI/CD"
candidate_0321.pdf,5,Data Scientist,2,33.33,"Python, Machine Learning","Pandas, NumPy, Statistics, Scikit-Learn"
candidate_0322.pdf,1,Big Data Engineer,2,40.0,"Spark, Hadoop","Kafka, Scala, Big Data"
candidate_0322.pdf,2,Data Scientist,2,33.33,"Pandas, Machine Learning","Python, NumPy, Statistics, Scikit-Learn"
candidate_0322.pdf,3,ML Engineer,2,33.33,"Machine Learning, Docker","Python, TensorFlow, PyTorch, Git"
candidate_0322.pdf,4,Data Engineer,2,33.33,"Spark, Hadoop","Python, SQL, ETL, Airflow"
candidate_0322.pdf,5,Site Reliability Engineer,1,25.0,Docker,"Linux, Kubernetes, Cloud Computing"
candidate_0323.pdf,1,Software Engineer,4,57.14,"Java, C++, OOP, Git","Python, DSA, System Design"
candidate_0323.pdf,2,Frontend Developer,2,40.0,"JavaScript, Git","HTML, CSS, React"
candidate_0323.pdf,3,Mobile App Developer,1,33.33,Java,"Android, API Development"
candidate_0323.pdf,4,Android Developer,1,33.33,Java,"Android, REST API"
candidate_0323.pdf,5,iOS Developer,1,33.33,Git,"Swift, API Development"
candidate_0324.pdf,1,Business Analyst,3,60.0,"Excel, Power BI, Tableau","SQL, Business Analytics"
candidate_0324.pdf,2,Data Analyst,4,57.14,"Python, Excel, Power BI, Tableau","SQL, Pandas, Statistics"
candidate_0324.pdf,3,Senior Data Analyst,3,50.0,"Python, Power BI, Tableau","SQL, Statistics, Business Analytics"
candidate_0324.pdf,4,Senior Data Scientist,2,40.0,"Python, Machine Learning","Deep Learning, Statistics, MLOps"
candidate_0324.pdf,5,Data Scientist,2,33.33,"Python, Machine Learning","Pandas, NumPy, Statistics, Scikit-Learn"
candidate_0325.pdf,1,Mobile App Developer,1,33.33,Java,"Android, API Development"
candidate_0325.pdf,2,Android Developer,1,33.33,Java,"Android, REST API"
candidate_0325.pdf,3,SDET,1,25.0,Java,"Automation Testing, Selenium, Testing"
candidate_0325.pdf,4,Frontend Developer,1,20.0,JavaScript,"HTML, CSS, React, Git"
candidate_0325.pdf,5,Cloud Engineer,1,20.0,AWS,"Azure, GCP, Linux, Docker"
candidate_0326.pdf,1,Big Data Engineer,1,20.0,Spark,"Hadoop, Kafka, Scala, Big Data"
candidate_0326.pdf,2,Frontend Developer,1,20.0,CSS,"HTML, JavaScript, React, Git"
candidate_0326.pdf,3,Cloud Engineer,1,20.0,AWS,"Azure, GCP, Linux, Docker"
